,latitude (degrees_north),longitude (degrees_east),url
191,41.831876,-73.94160600000001,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrnopth
192,38.556,-76.3915,https://erddap.sensors.ioos.us/erddap/tabledap/chesbaydox_01
193,38.556,-76.3915,https://erddap.sensors.ioos.us/erddap/tabledap/chesbaydox_03
194,37.8025,-122.3967,https://erddap.sensors.ioos.us/erddap/tabledap/exploratorium-seabird
195,40.764628,-74.003186,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrpier84
196,32.753327,-79.89899100000001,https://erddap.sensors.ioos.us/erddap/tabledap/fort-johnson
197,32.757326,-79.85894,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_acechwq
198,59.44099,-151.72096000000002,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_kacsdwq
199,59.602,-151.4088,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_kachdwq
200,59.60205,-151.40941999999998,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_kach3wq
201,59.44099,-151.72096000000002,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_kacsswq
202,36.844628,-76.30044000000001,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_n
203,36.99817,-76.087003,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_fl
204,33.7615,-78.7798,https://erddap.sensors.ioos.us/erddap/tabledap/edu_ccu_lbos_apache
205,33.682793,-78.884148,https://erddap.sensors.ioos.us/erddap/tabledap/edu_ccu_lbos_2nd_ave_pier
206,33.827676000000004,-78.632021,https://erddap.sensors.ioos.us/erddap/tabledap/edu_ccu_lbos_cherry_grove
207,27.504,-83.741,https://erddap.sensors.ioos.us/erddap/tabledap/edu_usf_marine_comps_c12
208,38.963648,-76.446843,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_an
209,38.556447,-76.414673,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_gr
210,37.204298,-76.77743000000001,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_j
211,39.151917,-76.391018,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_sn
212,38.033395,-76.335608,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_pl
213,39.540198,-76.07319,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_s
214,37.567235,-76.262067,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_sr
215,38.787657,-77.03603000000001,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_cbibs_up
216,35.33382,-120.84725,https://erddap.sensors.ioos.us/erddap/tabledap/morro-bay-bs1
217,35.37085,-120.8589,https://erddap.sensors.ioos.us/erddap/tabledap/edu_calpoly_marine_morro
218,41.055,-124.14703,https://erddap.sensors.ioos.us/erddap/tabledap/edu_humboldt_tdp
219,40.7775,-124.19651999999999,https://erddap.sensors.ioos.us/erddap/tabledap/edu_humboldt_humboldt
220,36.9603,-122.0203,https://erddap.sensors.ioos.us/erddap/tabledap/edu_ucsc_scwharf1
221,37.8915,-122.4467,https://erddap.sensors.ioos.us/erddap/tabledap/tiburon-water-tibc1
